Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Admits,4,
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits,"4,190",
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Discharges,248,
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits,"1,657",
Central,Hants Community Hospital,Community Hospital,2023-10-01,Admits,37,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,25,5
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,638,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,125,4
Western,Roseway Hospital,Community Hospital,2023-10-01,Emergency Visits,587,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,84,3
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,20,2
Western,Queens General Hospital,Community Hospital,2023-10-01,Emergency Visits,845,
Northern,South Cumberland Community Care Centre,Community Hospital,2023-10-01,Admits,3,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Discharges,465,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,369,4
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,40,5
Eastern,Cape Breton Regional Hospice,Hospice,2023-10-01,Admits,6,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,785,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,179,3
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,50,2
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,275",3
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,17,1
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Admits,357,
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Admits,976,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-10-01,Discharges,2,
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits,781,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,827,2
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-10-01,Admits,12,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,534,4
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,31,5
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,701,4
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-10-01,Discharges,16,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Surgical Cases,588,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,230,2
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,2,1
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Discharges,34,
Western,Annapolis Community Health Centre,Community Hospital,2023-10-01,Emergency Visits,192,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,776,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Admits,7,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,52,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,528,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,363,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,76,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits,"2,380",
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,364,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,69,3
Central,QEII,Tertiary Hospital,2023-10-01,Surgical Cases,"4,310",
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Emergency Visits,"2,705",
Western,Annapolis Community Health Centre,Community Hospital,2023-10-01,Admits,8,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,12,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,5,0
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Emergency Visits,219,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-10-01,Discharges,41,
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Emergency Visits,"2,391",
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Emergency Visits,"3,384",
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,626,
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Discharges,385,
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits,429,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,52,3
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,191,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,8,2
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,30,3
Western,Digby General Hospital,Community Hospital,2023-10-01,Admits,30,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,28,5
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,90,4
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits,"1,740",
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,123,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Emergency Visits,258,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Admits,14,
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Discharges,"1,504",
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,"1,034",
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,7,1
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,259,2
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,963,3
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,409,4
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,18,5
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,221",4
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,245,
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,6,2
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Admits,14,
Central,Hants Community Hospital,Community Hospital,2023-10-01,Surgical Cases,164,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-10-01,Surgical Cases,58,
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,152,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Discharges,21,
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,25,5
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-10-01,Discharges,3,
Eastern,Cape Breton Regional Hospice,Hospice,2023-10-01,Discharges,4,
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Discharges,36,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,44,
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,29,5
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,204,4
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,34,2
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,1,1
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Emergency Visits,"3,570",
Western,Queens General Hospital,Community Hospital,2023-10-01,Admits,49,
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,12,0
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,123,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Emergency Visits,281,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Surgical Cases,660,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,846,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,8,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,36,5
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Discharges,556,
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits,"6,504",
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,174,3
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,1,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,408,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,6,2
Central,Hants Community Hospital,Community Hospital,2023-10-01,Emergency Visits,"1,283",
Central,QEII,Tertiary Hospital,2023-10-01,Discharges,"2,272",
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits,4,
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,5,0
Western,Roseway Hospital,Community Hospital,2023-10-01,Admits,21,
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,77,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,244,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,35,3
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Discharges,971,
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Emergency Visits,"4,051",
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Admits,545,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Discharges,9,
Central,Cobequid Community Health Centre,Community Hospital,2023-10-01,Emergency Visits,"4,258",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Discharges,349,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Discharges,12,
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Discharges,642,
Central,Dartmouth General Hospital,Regional Hospital,2023-10-01,Surgical Cases,"1,132",
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Discharges,259,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Admits,32,
Central,Hants Community Hospital,Community Hospital,2023-10-01,Discharges,33,
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,"1,141",3
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,"1,285",4
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,874,2
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Discharges,239,
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Surgical Cases,"1,816",
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Surgical Cases,922,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-10-01,Discharges,34,
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,17,1
Western,Roseway Hospital,Community Hospital,2023-10-01,Discharges,20,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-10-01,Admits,1,
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,124,5
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,48,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Discharges,17,
Western,Queens General Hospital,Community Hospital,2023-10-01,Discharges,44,
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,398",4
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,963,2
Western,South Shore Regional Hospital,Regional Hospital,2023-10-01,Admits,266,
Central,QEII,Tertiary Hospital,2023-10-01,Admits,"2,294",
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,15,1
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-10-01,Surgical Cases,642,
Eastern,Strait Richmond Hospital,Community Hospital,2023-10-01,Admits,40,
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,690",3
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,75,5
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,1,4
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,30,5
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,418,4
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,305,3
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,74,2
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,5,0
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-10-01,Admits,23,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,566,4
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,346,3
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,381,4
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,28,2
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,30,5
Western,Fishermen's Memorial Hospital,Community Hospital,2023-10-01,Discharges,9,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,610,2
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,7,5
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,151,4
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,115,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Emergency Visits CTAS,8,2
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-10-01,Admits,5,
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Emergency Visits CTAS,40,1
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,104",2
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,528",3
IWK,IWK Health Centre,Tertiary Hospital,2023-10-01,Admits,"1,478",
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Emergency Visits CTAS,815,4
Eastern,Cape Breton Complex,Regional Hospital,2023-10-01,Emergency Visits CTAS,82,5
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,682,4
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,"1,125",3
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,449,2
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,148,1
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-10-01,Admits,228,
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,"2,264",2
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,"3,285",3
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,55,5
Central,QEII,Tertiary Hospital,2023-10-01,Emergency Visits CTAS,751,4
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,17,1
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-10-01,Admits,2,
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,57,5
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,1,1
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,1,3
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,99,2
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Admits,402,
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,118,5
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,349,4
Western,Digby General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,273,3
Western,Yarmouth Regional Hospital,Regional Hospital,2023-10-01,Emergency Visits CTAS,24,1
Northern,Aberdeen Hospital,Regional Hospital,2023-10-01,Surgical Cases,444,
Western,Queens General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,69,2
Western,Queens General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,50,5
Western,Queens General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,399,3
Western,Queens General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,3,1
Western,Queens General Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,324,4
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-10-01,Admits,18,
Western,Digby General Hospital,Community Hospital,2023-10-01,Discharges,33,
Central,Hants Community Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,13,5
Central,Hants Community Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,5,1
Central,Hants Community Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,225,2
Central,Hants Community Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,506,4
Northern,All Saints Springhill Hospital,Community Hospital,2023-10-01,Admits,42,
Central,Hants Community Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,534,3
Western,Annapolis Community Health Centre,Community Hospital,2023-10-01,Discharges,10,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,4,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,26,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,12,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-10-01,Emergency Visits CTAS,2,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-10-01,Surgical Cases,322,
Western,Valley Regional Hospital,Regional Hospital,2023-10-01,Admits,649,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-10-01,Discharges,7,
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,1,3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,1,2
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,2,5
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,71,4
Western,Digby General Hospital,Community Hospital,2023-09-01,Discharges,39,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Admits,55,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,69,5
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-09-01,Admits,430,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-09-01,Discharges,1,
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-09-01,Admits,2,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,72,3
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,30,2
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,108,3
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,136,4
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,39,5
Central,Nova Scotia Hospital,Tertiary Hospital,2023-09-01,Admits,41,
Northern,All Saints Springhill Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,2,0
Western,Annapolis Community Health Centre,Community Hospital,2023-09-01,Discharges,10,
Northern,All Saints Springhill Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,12,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits,68,
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,2,0
Northern,All Saints Springhill Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,61,3
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,233,3
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,1,0
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,67,2
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,"1,703",3
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,"1,200",2
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,989,4
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,31,5
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,27,1
Western,Yarmouth Regional Hospital,Regional Hospital,2023-09-01,Surgical Cases,554,
Western,Valley Regional Hospital,Regional Hospital,2023-09-01,Surgical Cases,"1,266",
Western,Roseway Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,19,5
Western,Roseway Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,285,4
Western,Roseway Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,156,3
Western,Roseway Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,17,2
Eastern,Strait Richmond Hospital,Community Hospital,2023-09-01,Discharges,29,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,27,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,3,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Admits,207,
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,367,4
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-09-01,Discharges,19,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,108,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,301,3
Western,Queens General Hospital,Community Hospital,2023-09-01,Admits,38,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,475,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,70,5
Western,Fishermen's Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,355,4
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,530,4
IWK,IWK Health Centre,Tertiary Hospital,2023-09-01,Surgical Cases,"2,896",
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-09-01,Admits,15,
Western,Queens General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,63,2
Northern,South Cumberland Community Care Centre,Community Hospital,2023-09-01,Discharges,5,
Eastern,Cape Breton Complex,Regional Hospital,2023-09-01,Emergency Visits,"3,585",
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,12,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,157,3
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,20,1
Western,Queens General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,335,3
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-09-01,Admits,19,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-09-01,Emergency Visits,299,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,243,3
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,406,4
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Admits,508,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-09-01,Surgical Cases,286,
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,35,5
Central,Dartmouth General Hospital,Regional Hospital,2023-09-01,Discharges,496,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Admits,7,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,26,2
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits,716,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-09-01,Discharges,54,
Western,Queens General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,396,4
Western,Queens General Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,26,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-09-01,Admits,12,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-09-01,Discharges,3,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-09-01,Discharges,14,
Western,Annapolis Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,97,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,703,3
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-09-01,Emergency Visits CTAS,"1,096",4
Central,QEII,Tertiary Hospital,2023-09-01,Emergency Visits,"6,372",
Northern,Aberdeen Hospital,Regional Hospital,2023-09-01,Emergency Visits CTAS,422,2
Northern,Aberdeen Hospital,Regional Hospital,2023-09-01,Admits,374,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-09-01,Discharges,16,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,3,2
Central,Cobequid Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,823,2
Central,Cobequid Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,24,1
Central,Cobequid Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,"1,740",3
Central,Cobequid Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,"1,284",4
Central,Cobequid Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,112,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-09-01,Discharges,4,
Western,Fishermen's Memorial Hospital,Community Hospital,2023-09-01,Emergency Visits CTAS,1,1
Western,Annapolis Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,20,3
Western,Annapolis Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,77,5
Western,Annapolis Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,1,2
Central,Hants Community Hospital,Community Hospital,2023-09-01,Emergency Visits,"1,139",
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-09-01,Emergency Visits CTAS,10,2
