"Zone","Hospital","Type","Date","Measure Name","Actual","CTAS"
"Central","Eastern Shore Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","1","Blank"
"Central","Eastern Shore Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","2","5"
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","71","4"
"Western","Digby General Hospital","Community Hospital","2023-09-01","Discharges","39",
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Admits","55",
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","69","5"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Admits","430",
"Central","Musquodoboit Valley Memorial Hospital","Community Hospital","2023-09-01","Discharges","1",
"Central","Musquodoboit Valley Memorial Hospital","Community Hospital","2023-09-01","Admits","2",
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","21","Blank"
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","72","3"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","30","2"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","108","3"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","136","4"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","39","5"
"Central","Nova Scotia Hospital","Tertiary Hospital","2023-09-01","Admits","41",
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","2","0"
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Discharges","10",
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","12","2"
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","68",
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","12","Blank"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","2","0"
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","61","3"
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","21","Blank"
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","233","3"
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","1","0"
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","67","2"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,703","3"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,200","2"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","989","4"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","31","5"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","27","1"
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Surgical Cases","554",
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Surgical Cases","1,266",
"Western","Roseway Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","19","5"
"Western","Roseway Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","285","4"
"Western","Roseway Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","156","3"
"Western","Roseway Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","17","2"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Discharges","29",
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","27","5"
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","3","1"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Admits","207",
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","367","4"
"Northern","Sutherland Harris Memorial Hospital","Community Hospital","2023-09-01","Discharges","19",
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","108","2"
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","301","3"
"Western","Queens General Hospital","Community Hospital","2023-09-01","Admits","38",
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","475","4"
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","70","5"
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","355","4"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","530","4"
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Surgical Cases","2,896",
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","25","Blank"
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Admits","15",
"Western","Queens General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","63","2"
"Northern","South Cumberland Community Care Centre","Community Hospital","2023-09-01","Discharges","5",
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits","3,585",
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","12","2"
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","157","3"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","20","1"
"Western","Queens General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","335","3"
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Admits","19",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Emergency Visits","299",
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","243","3"
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","406","4"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Admits","508",
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Surgical Cases","286",
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","35","5"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Discharges","496",
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Admits","7",
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","26","2"
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","716",
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Discharges","54",
"Western","Queens General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","396","4"
"Western","Queens General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","26","5"
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Admits","12",
"Western","Queens General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","2","Blank"
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Discharges","3",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Discharges","14",
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","97","4"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","703","3"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,096","4"
"Central","QEII","Tertiary Hospital","2023-09-01","Emergency Visits","6,372",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","422","2"
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Admits","374",
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Discharges","16",
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","3","2"
"Central","Cobequid Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","823","2"
"Central","Cobequid Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","24","1"
"Central","Cobequid Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","1,740","3"
"Central","Cobequid Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","1,284","4"
"Central","Cobequid Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","112","5"
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Discharges","4",
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","1","1"
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","20","3"
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","77","5"
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","1","Blank"
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","1","2"
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Emergency Visits","1,139",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","10","2"
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits","1,974",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","103","3"
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","22","2"
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Discharges","12",
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Admits","1",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","171","4"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","4","Blank"
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","84","3"
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","124","4"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","100","5"
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","14","5"
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits","4,054",
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","821","2"
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","32","5"
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","2","Blank"
"Western","Roseway Hospital","Community Hospital","2023-09-01","Admits","27",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Emergency Visits CTAS","1","Blank"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits","1,711",
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Discharges","13",
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","29","5"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Discharges","212",
"Central","Eastern Shore Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","5",
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","370",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Admits","29",
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Admits","705",
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","183","2"
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","21","3"
"Western","Roseway Hospital","Community Hospital","2023-09-01","Emergency Visits","477",
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Admits","35",
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","6","5"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","4","1"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Emergency Visits","3,950",
"Central","Eastern Shore Memorial Hospital","Community Hospital","2023-09-01","Discharges","3",
"Northern","South Cumberland Community Care Centre","Community Hospital","2023-09-01","Admits","5",
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","12","3"
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","173","4"
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Admits","8",
"Western","Queens General Hospital","Community Hospital","2023-09-01","Emergency Visits","822",
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","28","2"
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","104","3"
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","212","4"
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","26","5"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits CTAS","1","0"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits CTAS","90","5"
"Central","Cobequid Community Health Centre","Community Hospital","2023-09-01","Emergency Visits","3,983",
"Eastern","Cape Breton Regional Hospice","Hospice","2023-09-01","Admits","2",
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","4","1"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Discharges","422",
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","1","Blank"
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","647",
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","45","5"
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Discharges","4",
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits CTAS","867","4"
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Discharges","338",
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Admits","339",
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","17","1"
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","207","2"
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","753","2"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Admits","908",
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","799","3"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits CTAS","45","1"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,514","3"
"Western","Digby General Hospital","Community Hospital","2023-09-01","Emergency Visits","757",
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","650","4"
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","45","5"
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Discharges","698",
"Northern","Sutherland Harris Memorial Hospital","Community Hospital","2023-09-01","Admits","23",
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","964","3"
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","1,146","4"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,068","2"
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","272","4"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Discharges","250",
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","48","5"
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Surgical Cases","540",
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","14","Blank"
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","3","Blank"
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Admits","31",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Surgical Cases","482",
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Emergency Visits","196",
"Western","Digby General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","62","5"
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","37","4"
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Admits","1,468",
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","30","3"
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","518",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-09-01","Admits","13",
"Central","Nova Scotia Hospital","Tertiary Hospital","2023-09-01","Discharges","39",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,133","3"
"Northern","Lillian Fraser Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","231",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","30","5"
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","463","4"
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Discharges","932",
"Eastern","Cape Breton Complex","Regional Hospital","2023-09-01","Surgical Cases","1,840",
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits","2,091",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","714","4"
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Discharges","232",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","117","5"
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","36","1"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Emergency Visits","2,576",
"Central","QEII","Tertiary Hospital","2023-09-01","Surgical Cases","4,226",
"Western","Annapolis Community Health Centre","Community Hospital","2023-09-01","Admits","10",
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-09-01","Discharges","27",
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","1","0"
"Central","Dartmouth General Hospital","Regional Hospital","2023-09-01","Surgical Cases","1,096",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","443","3"
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Discharges","41",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Discharges","34",
"Northern","All Saints Springhill Hospital","Community Hospital","2023-09-01","Emergency Visits","379",
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","70","5"
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","1","0"
"Western","Digby General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","371","4"
"Western","Roseway Hospital","Community Hospital","2023-09-01","Discharges","29",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Emergency Visits","2,402",
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","5","2"
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","43","3"
"Central","QEII","Tertiary Hospital","2023-09-01","Discharges","2,139",
"Western","Digby General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","258","3"
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Emergency Visits","2,942",
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","88","4"
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","28","5"
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Discharges","21",
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","11","1"
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","610",
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","16","Blank"
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","951","2"
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,541","3"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Emergency Visits","327",
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,439","4"
"Western","Valley Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","112","5"
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Discharges","380",
"Western","Digby General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","61","2"
"Eastern","St. Mary's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","180",
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-09-01","Surgical Cases","190",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","198","2"
"Western","Digby General Hospital","Community Hospital","2023-09-01","Admits","40",
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Admits","14",
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","40","5"
"Western","Queens General Hospital","Community Hospital","2023-09-01","Discharges","41",
"Central","Eastern Shore Memorial Hospital","Community Hospital","2023-09-01","Admits","4",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Surgical Cases","178",
"Western","Digby General Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","5","1"
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits","1,705",
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","1","Blank"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Surgical Cases","738",
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Emergency Visits CTAS","1,165","3"
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Discharges","17",
"Eastern","Sacred Heart Community Health Centre","Community Hospital","2023-09-01","Emergency Visits","264",
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","287","2"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","25","5"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","920","3"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Admits","248",
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-09-01","Admits","12",
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","3","2"
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","527","2"
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","982",
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","12","1"
"Western","South Shore Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","467","4"
"Central","QEII","Tertiary Hospital","2023-09-01","Admits","2,100",
"Central","QEII","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","70","5"
"Central","QEII","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","809","4"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-09-01","Surgical Cases","528",
"Central","QEII","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","3,231","3"
"Central","QEII","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","2,130","2"
"Eastern","Strait Richmond Hospital","Community Hospital","2023-09-01","Admits","28",
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","21","2"
"IWK","IWK Health Centre","Tertiary Hospital","2023-09-01","Discharges","1,438",
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","22","5"
"Central","QEII","Tertiary Hospital","2023-09-01","Emergency Visits CTAS","132","1"
"Western","Fishermen's Memorial Hospital","Community Hospital","2023-09-01","Admits","13",
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","803","3"
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","558","4"
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","352","4"
"Northern","North Cumberland Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","2","Blank"
"Eastern","Cape Breton Regional Hospice","Hospice","2023-09-01","Discharges","5",
"Western","Yarmouth Regional Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","50","5"
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-09-01","Surgical Cases","94",
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-09-01","Admits","247",
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-09-01","Emergency Visits","194",
"Northern","Aberdeen Hospital","Regional Hospital","2023-09-01","Emergency Visits CTAS","16","1"
"Eastern","Victoria County Memorial Hospital","Community Hospital","2023-09-01","Discharges","16",
"Central","Hants Community Hospital","Community Hospital","2023-09-01","Emergency Visits CTAS","5","1"
"Eastern","St. Martha's Regional Hospital","Regional Hospital","2023-08-01","Surgical Cases","386",
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","10","1"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","71","5"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","616","4"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","831","2"
"Northern","Colchester East Hants Health Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","1,207","3"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","3","1"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","3","0"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","182","2"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","715","3"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","1,178","4"
"Northern","Cumberland Regional Health Care Centre","Regional Hospital","2023-08-01","Emergency Visits CTAS","126","5"
"Central","Twin Oaks Memorial Hospital","Community Hospital","2023-08-01","Admits","8",
"Western","South Shore Regional Hospital","Regional Hospital","2023-08-01","Surgical Cases","594",
"Eastern","Buchanan Memorial Community Health Centre","Community Hospital","2023-08-01","Admits","18",
"Eastern","Cape Breton Complex","Regional Hospital","2023-08-01","Admits","983",
"Eastern","Cape Breton Regional Hospice","Hospice","2023-08-01","Admits","6",
"Eastern","Eastern Memorial Hospital","Community Hospital","2023-08-01","Admits","4",
"Western","Soldiers' Memorial Hospital","Community Hospital","2023-08-01","Surgical Cases","258",
"Eastern","Guysborough Memorial Hospital","Community Hospital","2023-08-01","Admits","16",
"Eastern","Inverness Consolidated Memorial Hospital","Community Hospital","2023-08-01","Admits","65",
